,PupsID,Region,Metabolite,Age,ADC,SphereRadius,SphereFraction,MSE
0,10,Cerebellum,NAA+NAAG,5,0.4029130743818341,5.290410537187689,0.0,0.0076640419577672
1,11,Cerebellum,NAA+NAAG,5,0.3860590758383502,4.983388953916699,0.0,0.0107793915042957
2,12,Cerebellum,NAA+NAAG,5,0.3582620863208163,5.196311534613492,0.0,0.0030550647020712
3,13,Cerebellum,NAA+NAAG,5,0.3828075071130424,5.072488492064941,0.0,0.0493255316289113
4,14,Cerebellum,NAA+NAAG,5,0.4109401878994344,5.052384854661189,0.0,0.0295566189816962
5,15,Cerebellum,NAA+NAAG,5,0.3469648881142229,4.870392473601431,0.0,0.0116904649547532
6,17,Cerebellum,NAA+NAAG,5,0.6165686917223605,5.278031904040155,0.0,0.0252704308883526
7,18,Cerebellum,NAA+NAAG,5,0.8356393147655505,4.8306424799287,0.0,0.0064218346255391
8,1,Thalamus,NAA+NAAG,5,0.4156563830555582,4.367719493417324,0.0,0.0047224537333708
9,2,Thalamus,NAA+NAAG,5,0.3315662762835227,4.843362384968222,0.0,0.0036527171593867
10,4,Thalamus,NAA+NAAG,5,0.2080107916712333,5.482093539220888,0.0,0.0697429907049857
11,5,Thalamus,NAA+NAAG,5,0.236782300239278,5.038376963339752,0.0,0.0320144852968211
12,6,Thalamus,NAA+NAAG,5,0.5143699598563585,5.155479702744783,0.0,0.0054138542881383
13,7,Thalamus,NAA+NAAG,5,0.2884462200515999,5.208308679772594,0.0,0.0194678475449231
14,8,Thalamus,NAA+NAAG,5,0.3360681131031703,5.190355798968873,0.0,0.0060591101324106
15,9,Thalamus,NAA+NAAG,5,0.3887626439923227,5.111316387289387,0.0,0.0065133924116775
16,10,Cerebellum,Cr+PCr,5,0.2766146010921061,5.234351665373096,0.0,0.0118824098543147
17,11,Cerebellum,Cr+PCr,5,0.2999173049105502,4.433362765482346,0.0,0.0110303922036908
18,12,Cerebellum,Cr+PCr,5,0.3376128529171738,4.8768591723822405,0.0,0.00468437503516
19,13,Cerebellum,Cr+PCr,5,0.4355178158071816,5.124143741393255,0.0,0.0486171872313231
20,14,Cerebellum,Cr+PCr,5,0.3855198012753393,5.099191827610669,0.0,0.0100168006978931
21,15,Cerebellum,Cr+PCr,5,0.395921787515586,5.035429827530464,0.0,0.0090208784012306
22,17,Cerebellum,Cr+PCr,5,0.8878508777824201,4.8330367179746805,0.0,0.0098476557048078
23,18,Cerebellum,Cr+PCr,5,0.575510174879898,4.708941013964841,0.0,0.0068306931266117
24,1,Thalamus,Cr+PCr,5,0.3782315158428269,4.653975870297697,0.0,0.0052377168138208
25,2,Thalamus,Cr+PCr,5,0.384798439689211,5.414749725161575,0.0,0.0054850910004708
26,4,Thalamus,Cr+PCr,5,0.415980585933997,4.6029577363250604,0.0,0.0118532723657654
27,5,Thalamus,Cr+PCr,5,0.4936513278038468,4.910084221701771,0.0,0.0077177021567785
28,6,Thalamus,Cr+PCr,5,0.4412359418779643,4.655314079165679,0.0,0.0039777471097636
29,7,Thalamus,Cr+PCr,5,0.4513878390955515,4.7712004487412125,0.0,0.0127580069265968
30,8,Thalamus,Cr+PCr,5,0.4062238197122653,5.3962423971254605,0.0,0.0029872617953913
31,9,Thalamus,Cr+PCr,5,0.437510572421293,5.382099470711752,0.0,0.0029431367876228
32,10,Cerebellum,GPC+PCho+Cho,5,0.250249902808894,5.400726369992629,0.0,0.0159509519092229
33,11,Cerebellum,GPC+PCho+Cho,5,0.2678742477149405,4.661962257857957,0.0,0.053950719854986
34,12,Cerebellum,GPC+PCho+Cho,5,0.2718698863455813,4.841598453166891,0.0,0.0066809759993381
35,13,Cerebellum,GPC+PCho+Cho,5,0.4537247634153732,5.342940015425831,0.0,0.0595594630702876
36,14,Cerebellum,GPC+PCho+Cho,5,0.3312473076136087,4.819947893613801,0.0,0.0120704903976421
37,15,Cerebellum,GPC+PCho+Cho,5,0.2854778402597503,4.757077900081651,0.0,0.0156462796716894
38,16,Cerebellum,GPC+PCho+Cho,5,1.0382996495915786,4.689460773400881,0.0,0.0508954873454937
39,17,Cerebellum,GPC+PCho+Cho,5,0.6763178674626402,5.705148496477732,0.0,0.0086280895178635
40,18,Cerebellum,GPC+PCho+Cho,5,0.352041048579167,4.699628496055197,0.0,0.0060912596669543
41,1,Thalamus,GPC+PCho+Cho,5,1.0000081379347298e-07,5.468009209689836,0.0,50878092.19996436
42,2,Thalamus,GPC+PCho+Cho,5,0.2709834673863464,5.181797375579671,0.0,0.0058104152585703
43,4,Thalamus,GPC+PCho+Cho,5,1.0000081379347298e-07,5.468009209689836,0.0,38120035.70027695
44,5,Thalamus,GPC+PCho+Cho,5,1.0000081379347298e-07,5.468009209689836,0.0,132270446.77548093
45,6,Thalamus,GPC+PCho+Cho,5,0.331052660038608,5.021363621385001,0.0,0.0020778198829652
46,7,Thalamus,GPC+PCho+Cho,5,0.305109295169945,5.141284133667247,0.0,0.0103445138190449
47,8,Thalamus,GPC+PCho+Cho,5,0.4398447659398999,4.491222206229694,0.0,0.0106383207142931
48,9,Thalamus,GPC+PCho+Cho,5,0.2997300829169432,4.628693139313541,0.0,0.0067336214230753
49,10,Cerebellum,Glu,5,0.4374706639826045,4.686878000088855,0.0,0.0027157571172498
50,11,Cerebellum,Glu,5,0.3204935508920263,5.474794173341692,0.0,0.0092202024507249
51,12,Cerebellum,Glu,5,0.3279334889553507,5.765268631193697,0.0,0.0044622840941692
52,13,Cerebellum,Glu,5,0.3767597589879399,5.77460039574588,0.0,0.0556630429304378
