,PupsID,Region,Metabolite,Age,ADC,SphereRadius,SphereFraction,MSE
0,10,Cerebellum,NAA+NAAG,5,0.8,6.075832605884245,0.5109785802050987,0.0049074707203557
1,11,Cerebellum,NAA+NAAG,5,0.8,6.810214293390189,0.6495331490012022,0.0047384366368515
2,12,Cerebellum,NAA+NAAG,5,0.8,5.584926235776106,0.5352260595626936,0.001408305173412
3,13,Cerebellum,NAA+NAAG,5,0.8,8.595566033335757,0.9999999993619696,0.0086719520202559
4,14,Cerebellum,NAA+NAAG,5,0.8,6.065016844112273,0.4895924201703292,0.0275070733170749
5,15,Cerebellum,NAA+NAAG,5,0.8,6.241217061642317,0.6671303766287131,0.0054108517807012
6,17,Cerebellum,NAA+NAAG,5,0.8,4.292223560792688,0.1518466548885585,0.0243344070207022
7,18,Cerebellum,NAA+NAAG,5,0.8,13.576808470776628,0.0,0.0064850467303681
8,1,Thalamus,NAA+NAAG,5,0.8,5.924752455675205,0.4708021551156801,0.0026407270763154
9,2,Thalamus,NAA+NAAG,5,0.8,5.264064191492765,0.5378745978473171,0.0036509228844437
10,4,Thalamus,NAA+NAAG,5,0.8,6.542580042592687,0.999999999739558,0.0322196794589499
11,5,Thalamus,NAA+NAAG,5,0.8,5.166066060907204,0.7394180773695889,0.0286191825059786
12,6,Thalamus,NAA+NAAG,5,0.8,5.383162204248903,0.2881080196546005,0.0044781604694822
13,7,Thalamus,NAA+NAAG,5,0.8,5.7950351007997405,0.7297726816626234,0.0138871321618634
14,8,Thalamus,NAA+NAAG,5,0.8,5.475219177192503,0.5634144494395743,0.0046864861428641
15,9,Thalamus,NAA+NAAG,5,0.8,4.203861476914548,0.3535353063572078,0.0065362788379945
16,10,Cerebellum,Cr+PCr,5,0.8,6.21240573649964,0.8534507128587292,0.0016642963711788
17,11,Cerebellum,Cr+PCr,5,0.8,6.23965643509717,0.7836195194380648,0.0042088484380243
18,12,Cerebellum,Cr+PCr,5,0.8,6.00789507071292,0.637733671744994,0.0011699634842013
19,13,Cerebellum,Cr+PCr,5,0.8,9.12704407631074,0.9999999999323048,0.0073236561838815
20,14,Cerebellum,Cr+PCr,5,0.8,6.761201916357049,0.6561987519700234,0.0019144076100053
21,15,Cerebellum,Cr+PCr,5,0.8,6.612089350698003,0.6119154797607016,0.0029909797890312
22,17,Cerebellum,Cr+PCr,5,0.8,13.776243026362868,5.551115123125783e-17,0.0102093242782313
23,18,Cerebellum,Cr+PCr,5,0.8,6.072451040132415,0.2537163853039484,0.0057137325980613
24,1,Thalamus,Cr+PCr,5,0.8,6.163165207304611,0.5691511402775598,0.0021672530610572
25,2,Thalamus,Cr+PCr,5,0.8,6.020743244897657,0.5401241498136955,0.0026870477931465
26,4,Thalamus,Cr+PCr,5,0.8,7.149252306117384,0.6384880196947909,0.0035913925211171
27,5,Thalamus,Cr+PCr,5,0.8,6.4426642792746,0.3817999295560296,0.0061472849222128
28,6,Thalamus,Cr+PCr,5,0.8,6.58862419105802,0.4893691376216526,0.001306406410943
29,7,Thalamus,Cr+PCr,5,0.8,6.773429743668547,0.5281211634473809,0.0070357764489403
30,8,Thalamus,Cr+PCr,5,0.8,5.9489860654767375,0.4818506145271252,0.0018447203457082
31,9,Thalamus,Cr+PCr,5,0.8,5.875908484016731,0.4253112708081236,0.0016760577657239
32,10,Cerebellum,GPC+PCho+Cho,5,0.8,6.184612618779757,0.930181346287195,0.0038352804045624
33,11,Cerebellum,GPC+PCho+Cho,5,0.8,6.673544141126847,0.999999999774194,0.0353609543006449
34,12,Cerebellum,GPC+PCho+Cho,5,0.8,5.852704904510077,0.7817918115907718,0.0013199792445806
35,13,Cerebellum,GPC+PCho+Cho,5,0.8,9.812135771921556,0.9999999999949654,0.0144413523265028
36,14,Cerebellum,GPC+PCho+Cho,5,0.8,6.079048755791424,0.6691445229437475,0.0061064533029692
