,PupsID,Region,Metabolite,Age,ADC,SphereRadius,SphereFraction,MSE
0,10,Cerebellum,NAA+NAAG,5,0.3046406409166385,3.2931120136467724,0.2021339026191189,0.0049750547649217
1,11,Cerebellum,NAA+NAAG,5,0.2258384222480149,4.513927182395747,0.2166024201050262,0.0035163775985988
2,12,Cerebellum,NAA+NAAG,5,0.2961132392896287,2.6905732904389352,0.1811750270668397,0.0018486000967304
3,13,Cerebellum,NAA+NAAG,5,0.1612556261687094,8.036636034254125,0.1564805490738497,0.0198567150756343
4,14,Cerebellum,NAA+NAAG,5,0.347124389277513,2.7575080266088063,0.188356720522597,0.0284797948966489
5,15,Cerebellum,NAA+NAAG,5,0.2002988320515111,4.150096467419684,0.1494019897698928,0.0052115465564796
6,17,Cerebellum,NAA+NAAG,5,0.6165686819486809,0.000875527208256,0.6844500259573014,0.0252704308883526
7,18,Cerebellum,NAA+NAAG,5,0.8356393188001521,0.0007632609974812,0.8190977660993076,0.0064218346255391
8,1,Thalamus,NAA+NAAG,5,0.3446746707388173,2.8487196641810053,0.1948009405703353,0.0033542107203875
9,2,Thalamus,NAA+NAAG,5,0.2791902244669197,2.482072147126368,0.1843679769134166,0.002699810729195
10,4,Thalamus,NAA+NAAG,5,0.0901117021810892,5.939447457618673,0.1890760734197331,0.0467407078155453
11,5,Thalamus,NAA+NAAG,5,0.0899239047780994,4.867432465155567,0.2177319083921978,0.0315047185653811
12,6,Thalamus,NAA+NAAG,5,0.4990344462027136,1.6449422128410385,0.5688846900052872,0.0053613009850622
13,7,Thalamus,NAA+NAAG,5,0.1624972900919222,3.8724632737262215,0.3070089230847065,0.014427684733334
14,8,Thalamus,NAA+NAAG,5,0.2812176973445979,2.555898094717448,0.1216399132650579,0.0050923521589134
15,9,Thalamus,NAA+NAAG,5,0.3887626573136478,8.769655040602189e-05,0.291881453343135,0.0065133924116775
16,10,Cerebellum,Cr+PCr,5,0.1064073196276449,5.89952879102185,0.1187282785517122,0.0022910122032362
17,11,Cerebellum,Cr+PCr,5,0.1409207184213018,4.865199393593613,0.2107258711597398,0.0026272793549128
18,12,Cerebellum,Cr+PCr,5,0.231735897846366,3.5109236340853527,0.159277291449965,0.0011471941150353
19,13,Cerebellum,Cr+PCr,5,0.1820526926378069,8.523099830951008,0.2376080785527048,0.0175400295307777
20,14,Cerebellum,Cr+PCr,5,0.2231802407037303,4.425324984619703,0.2188146595920694,0.0037403135155398
21,15,Cerebellum,Cr+PCr,5,0.2386090993893642,4.300336014927706,0.2170193297067518,0.0016900559916714
22,17,Cerebellum,Cr+PCr,5,0.8428232371287986,2.352652595994427,0.3899233209411737,0.0096038647497684
23,18,Cerebellum,Cr+PCr,5,0.4967007797714934,2.896669075611485,0.2959697502441043,0.0054700742380946
24,1,Thalamus,Cr+PCr,5,0.2768455111968433,3.4127286976754254,0.2237823208523326,0.0022237590883346
25,2,Thalamus,Cr+PCr,5,0.2914704646862783,3.2406822231875667,0.2319266556648828,0.0029433480941694
26,4,Thalamus,Cr+PCr,5,0.2399875468087,4.688806346978327,0.2119461974997411,0.0047177034261108
27,5,Thalamus,Cr+PCr,5,0.4118877926113698,3.0480194202256343,0.2860958794720749,0.0061056449699755
28,6,Thalamus,Cr+PCr,5,0.3311563495290152,3.553923606869887,0.2503883931871975,0.0007543108282564
29,7,Thalamus,Cr+PCr,5,0.2815069928311611,4.321986424463138,0.2089874262093107,0.0047776007935308
30,8,Thalamus,Cr+PCr,5,0.3325423744063419,2.9302865864810923,0.1956446815638493,0.0013879011976483
31,9,Thalamus,Cr+PCr,5,0.3753411703431359,2.700807349673492,0.2331132933220975,0.001890334521257
32,10,Cerebellum,GPC+PCho+Cho,5,0.0917215010210959,6.412786285955944,0.1574482227460817,0.005610352550578
33,11,Cerebellum,GPC+PCho+Cho,5,0.1012809628596468,7.244086631246881,0.0915602892822989,0.0366481774476123
34,12,Cerebellum,GPC+PCho+Cho,5,0.1459942426780018,4.027936785713055,0.2090015154989358,0.0016914058957931
35,13,Cerebellum,GPC+PCho+Cho,5,0.1943266227105541,8.632087840500171,0.0112304972310235,0.0296642254857596
36,14,Cerebellum,GPC+PCho+Cho,5,0.2174002424110469,3.613427865083597,0.2019824105948091,0.0086898637924968
37,15,Cerebellum,GPC+PCho+Cho,5,0.1438641217197373,4.167801293800177,0.2703146055241378,0.0096605382394414
38,16,Cerebellum,GPC+PCho+Cho,5,0.4049614820347542,11.970556951624474,0.0908897281949775,0.0173088641763174
39,17,Cerebellum,GPC+PCho+Cho,5,0.6639691752677963,1.5623690290046803,0.2590193496459868,0.0085996037644577
40,18,Cerebellum,GPC+PCho+Cho,5,0.3508471353014208,0.755988179081236,0.1338222436114809,0.0060908285575652
41,1,Thalamus,GPC+PCho+Cho,5,1.0113350439578403e-07,4.775171188875503,0.2260896064395872,50878090.19063404
42,2,Thalamus,GPC+PCho+Cho,5,0.1982314097609151,2.921902123501147,0.3799548642938963,0.0038220528444397
43,4,Thalamus,GPC+PCho+Cho,5,1.4683685638114448e-07,4.776080036488402,0.2260354944046532,38120034.05482905
44,5,Thalamus,GPC+PCho+Cho,5,1.4242723373618053e-07,4.7758635894973285,0.2260491298528007,132270444.05870432
45,6,Thalamus,GPC+PCho+Cho,5,0.2947981943039545,2.155847242429818,0.1505715034868512,0.0016478950535897
46,7,Thalamus,GPC+PCho+Cho,5,0.1955048768807658,3.505907006725013,0.3339994256945934,0.0060416107145418
47,8,Thalamus,GPC+PCho+Cho,5,0.4280130734472303,1.4940669524588563,0.2504491444319497,0.010600921530916
