PupsID,Region,Age,Metabolite,bvalue,Attenuation
15,Cerebellum,5,Ins,20,0
15,Cerebellum,5,Ins,30,0
7,Thalamus,5,Ins,0.035,1
7,Thalamus,5,Ins,3.035,0.775445960125918
7,Thalamus,5,Ins,6,0.385099685204617
7,Thalamus,5,Ins,10,0.399790136411333
7,Thalamus,5,Ins,20,0.0669464847848898
7,Thalamus,5,Ins,30,0.0190975865687303
16,Cerebellum,5,Ins,0.035,NaN
16,Cerebellum,5,Ins,3.035,NaN
16,Cerebellum,5,Ins,6,NaN
16,Cerebellum,5,Ins,10,NaN
16,Cerebellum,5,Ins,20,NaN
16,Cerebellum,5,Ins,30,NaN
8,Thalamus,5,Ins,0.035,1
8,Thalamus,5,Ins,3.035,1.15719696969697
8,Thalamus,5,Ins,6,0.331439393939394
8,Thalamus,5,Ins,10,0.333333333333333
8,Thalamus,5,Ins,20,0.0914772727272727
8,Thalamus,5,Ins,30,0.198863636363636
17,Cerebellum,5,Ins,0.035,1
17,Cerebellum,5,Ins,3.035,0.697135061391542
17,Cerebellum,5,Ins,6,0.338335607094134
17,Cerebellum,5,Ins,10,0.236016371077763
17,Cerebellum,5,Ins,20,0.106957708049113
17,Cerebellum,5,Ins,30,0.0240109140518417
9,Thalamus,5,Ins,0.035,1
9,Thalamus,5,Ins,3.035,0.618666666666667
9,Thalamus,5,Ins,6,0.474666666666667
9,Thalamus,5,Ins,10,0.0698666666666667
9,Thalamus,5,Ins,20,0.154666666666667
9,Thalamus,5,Ins,30,0.0217333333333333
18,Cerebellum,5,Ins,0.035,1
18,Cerebellum,5,Ins,3.035,0.817836812144213
18,Cerebellum,5,Ins,6,0.407969639468691
18,Cerebellum,5,Ins,10,0.163377609108159
18,Cerebellum,5,Ins,20,0
18,Cerebellum,5,Ins,30,0
1,Thalamus,5,Tau,0.035,1
1,Thalamus,5,Tau,3.035,0.651943462897526
1,Thalamus,5,Tau,6,0.468197879858657
1,Thalamus,5,Tau,10,0.360424028268551
1,Thalamus,5,Tau,20,0.23321554770318
1,Thalamus,5,Tau,30,0.176678445229682
10,Cerebellum,5,Tau,0.035,1
10,Cerebellum,5,Tau,3.035,0.597122302158273
10,Cerebellum,5,Tau,6,0.467625899280576
10,Cerebellum,5,Tau,10,0.414868105515588
10,Cerebellum,5,Tau,20,0.204796163069544
10,Cerebellum,5,Tau,30,0.126618705035971
2,Thalamus,5,Tau,0.035,1
2,Thalamus,5,Tau,3.035,0.626315789473684
2,Thalamus,5,Tau,6,0.468421052631579
2,Thalamus,5,Tau,10,0.340350877192982
2,Thalamus,5,Tau,20,0.214035087719298
2,Thalamus,5,Tau,30,0.141228070175439
11,Cerebellum,5,Tau,0.035,1
11,Cerebellum,5,Tau,3.035,0.800632911392405
11,Cerebellum,5,Tau,6,0.528481012658228
11,Cerebellum,5,Tau,10,0.430379746835443
11,Cerebellum,5,Tau,20,0.151582278481013
11,Cerebellum,5,Tau,30,0.154113924050633
3,Thalamus,5,Tau,0.035,0
3,Thalamus,5,Tau,3.035,0
3,Thalamus,5,Tau,6,0
3,Thalamus,5,Tau,10,0
3,Thalamus,5,Tau,20,0
3,Thalamus,5,Tau,30,0
12,Cerebellum,5,Tau,0.035,1
12,Cerebellum,5,Tau,3.035,0.64
12,Cerebellum,5,Tau,6,0.515555555555556
12,Cerebellum,5,Tau,10,0.342222222222222
12,Cerebellum,5,Tau,20,0.242222222222222
12,Cerebellum,5,Tau,30,0.141777777777778
4,Thalamus,5,Tau,0.035,1
4,Thalamus,5,Tau,3.035,0.608349900596421
4,Thalamus,5,Tau,6,0.447316103379722
4,Thalamus,5,Tau,10,0.351888667992048
4,Thalamus,5,Tau,20,0.234592445328032
4,Thalamus,5,Tau,30,0.0584493041749503
13,Cerebellum,5,Tau,0.035,1
13,Cerebellum,5,Tau,3.035,0.325652173913043
13,Cerebellum,5,Tau,6,0.350434782608696
13,Cerebellum,5,Tau,10,0.223913043478261
13,Cerebellum,5,Tau,20,0.0673913043478261
13,Cerebellum,5,Tau,30,0.0456521739130435
5,Thalamus,5,Tau,0.035,1
5,Thalamus,5,Tau,3.035,0.642105263157895
5,Thalamus,5,Tau,6,0.458947368421053
5,Thalamus,5,Tau,10,0.326315789473684
5,Thalamus,5,Tau,20,0.227368421052632
5,Thalamus,5,Tau,30,0.155368421052632
14,Cerebellum,5,Tau,0.035,1
14,Cerebellum,5,Tau,3.035,0.60377358490566
14,Cerebellum,5,Tau,6,0.490566037735849
14,Cerebellum,5,Tau,10,0.355795148247978
14,Cerebellum,5,Tau,20,0.229380053908356
14,Cerebellum,5,Tau,30,0.0797843665768194
6,Thalamus,5,Tau,0.035,1
6,Thalamus,5,Tau,3.035,0.652452025586354
6,Thalamus,5,Tau,6,0.464818763326226
6,Thalamus,5,Tau,10,0.339019189765458
6,Thalamus,5,Tau,20,0.211300639658849
6,Thalamus,5,Tau,30,0.141151385927505
15,Cerebellum,5,Tau,0.035,1
15,Cerebellum,5,Tau,3.035,0.657142857142857
15,Cerebellum,5,Tau,6,0.503571428571429
15,Cerebellum,5,Tau,10,0.414285714285714
15,Cerebellum,5,Tau,20,0.177857142857143
15,Cerebellum,5,Tau,30,0.01925
7,Thalamus,5,Tau,0.035,1
7,Thalamus,5,Tau,3.035,0.599348534201954
7,Thalamus,5,Tau,6,0.436482084690554
7,Thalamus,5,Tau,10,0.325732899022801
7,Thalamus,5,Tau,20,0.122475570032573
7,Thalamus,5,Tau,30,0
16,Cerebellum,5,Tau,0.035,1
16,Cerebellum,5,Tau,3.035,0.363565891472868
16,Cerebellum,5,Tau,6,0
16,Cerebellum,5,Tau,10,0
16,Cerebellum,5,Tau,20,0.02
16,Cerebellum,5,Tau,30,0.0930232558139535
8,Thalamus,5,Tau,0.035,1
8,Thalamus,5,Tau,3.035,0.646370023419204
8,Thalamus,5,Tau,6,0.451990632318501
8,Thalamus,5,Tau,10,0.346604215456674
8,Thalamus,5,Tau,20,0.223419203747073
8,Thalamus,5,Tau,30,0.138875878220141
17,Cerebellum,5,Tau,0.035,1
17,Cerebellum,5,Tau,3.035,0.607758620689655
17,Cerebellum,5,Tau,6,0.410344827586207
17,Cerebellum,5,Tau,10,0.329741379310345
17,Cerebellum,5,Tau,20,0.15948275862069
17,Cerebellum,5,Tau,30,0.0818965517241379
9,Thalamus,5,Tau,0.035,1
9,Thalamus,5,Tau,3.035,0.617715617715618
9,Thalamus,5,Tau,6,0.456876456876457
9,Thalamus,5,Tau,10,0.351981351981352
9,Thalamus,5,Tau,20,0.229370629370629
9,Thalamus,5,Tau,30,0.138461538461538
18,Cerebellum,5,Tau,0.035,1
18,Cerebellum,5,Tau,3.035,0.615044247787611
18,Cerebellum,5,Tau,6,0.5
18,Cerebellum,5,Tau,10,0.333185840707965
18,Cerebellum,5,Tau,20,0.166814159292035
18,Cerebellum,5,Tau,30,0.0880530973451327
1,Thalamus,10,NAA+NAAG,0.035,1
1,Thalamus,10,NAA+NAAG,3.035,0.731958762886598
1,Thalamus,10,NAA+NAAG,6,0.577319587628866
1,Thalamus,10,NAA+NAAG,10,0.441752577319588
1,Thalamus,10,NAA+NAAG,20,0.306701030927835
1,Thalamus,10,NAA+NAAG,30,0.252577319587629
10,Cerebellum,10,NAA+NAAG,0.035,1
10,Cerebellum,10,NAA+NAAG,3.035,0.699173553719008
10,Cerebellum,10,NAA+NAAG,6,0.643801652892562
10,Cerebellum,10,NAA+NAAG,10,0.538842975206612
10,Cerebellum,10,NAA+NAAG,20,0.298347107438017
10,Cerebellum,10,NAA+NAAG,30,0.226446280991736
2,Thalamus,10,NAA+NAAG,0.035,1
2,Thalamus,10,NAA+NAAG,3.035,0.663716814159292
2,Thalamus,10,NAA+NAAG,6,0.548672566371681
2,Thalamus,10,NAA+NAAG,10,0.399557522123894
2,Thalamus,10,NAA+NAAG,20,0.289380530973451
2,Thalamus,10,NAA+NAAG,30,0.184513274336283
11,Cerebellum,10,NAA+NAAG,0.035,1
11,Cerebellum,10,NAA+NAAG,3.035,0.858415841584158
11,Cerebellum,10,NAA+NAAG,6,0.648514851485149
11,Cerebellum,10,NAA+NAAG,10,0.431683168316832
11,Cerebellum,10,NAA+NAAG,20,0.295049504950495
11,Cerebellum,10,NAA+NAAG,30,0.19009900990099
3,Thalamus,10,NAA+NAAG,0.035,1
3,Thalamus,10,NAA+NAAG,3.035,0.725868725868726
3,Thalamus,10,NAA+NAAG,6,0.586872586872587
3,Thalamus,10,NAA+NAAG,10,0.428571428571429
3,Thalamus,10,NAA+NAAG,20,0.340540540540541
3,Thalamus,10,NAA+NAAG,30,0.246718146718147
12,Cerebellum,10,NAA+NAAG,0.035,1
12,Cerebellum,10,NAA+NAAG,3.035,0.672043010752688
12,Cerebellum,10,NAA+NAAG,6,0.575268817204301
12,Cerebellum,10,NAA+NAAG,10,0.328494623655914
12,Cerebellum,10,NAA+NAAG,20,0.270967741935484
12,Cerebellum,10,NAA+NAAG,30,0.146236559139785
4,Thalamus,10,NAA+NAAG,0.035,1
4,Thalamus,10,NAA+NAAG,3.035,0.68141592920354
4,Thalamus,10,NAA+NAAG,6,0.575221238938053
4,Thalamus,10,NAA+NAAG,10,0.435840707964602
4,Thalamus,10,NAA+NAAG,20,0.313716814159292
4,Thalamus,10,NAA+NAAG,30,0.254424778761062
13,Cerebellum,10,NAA+NAAG,0.035,1
13,Cerebellum,10,NAA+NAAG,3.035,0.772151898734177
13,Cerebellum,10,NAA+NAAG,6,0.560126582278481
13,Cerebellum,10,NAA+NAAG,10,0.444936708860759
13,Cerebellum,10,NAA+NAAG,20,0.287341772151899
13,Cerebellum,10,NAA+NAAG,30,0.205696202531646
5,Thalamus,10,NAA+NAAG,0.035,1
5,Thalamus,10,NAA+NAAG,3.035,0.704280155642023
5,Thalamus,10,NAA+NAAG,6,0.607003891050584
5,Thalamus,10,NAA+NAAG,10,0.439688715953307
5,Thalamus,10,NAA+NAAG,20,0.358365758754864
5,Thalamus,10,NAA+NAAG,30,0.223346303501946
14,Cerebellum,10,NAA+NAAG,0.035,1
14,Cerebellum,10,NAA+NAAG,3.035,0.74
14,Cerebellum,10,NAA+NAAG,6,0.7016
14,Cerebellum,10,NAA+NAAG,10,0.608
14,Cerebellum,10,NAA+NAAG,20,0.4168
14,Cerebellum,10,NAA+NAAG,30,0.2976
6,Thalamus,10,NAA+NAAG,0.035,1
6,Thalamus,10,NAA+NAAG,3.035,0.7125
6,Thalamus,10,NAA+NAAG,6,0.570833333333333
6,Thalamus,10,NAA+NAAG,10,0.4625
6,Thalamus,10,NAA+NAAG,20,0.3525
6,Thalamus,10,NAA+NAAG,30,0.273333333333333
15,Cerebellum,10,NAA+NAAG,0.035,1
15,Cerebellum,10,NAA+NAAG,3.035,0.645161290322581
15,Cerebellum,10,NAA+NAAG,6,0.634408602150538
15,Cerebellum,10,NAA+NAAG,10,0.481182795698925
15,Cerebellum,10,NAA+NAAG,20,0.368817204301075
15,Cerebellum,10,NAA+NAAG,30,0.291935483870968
7,Thalamus,10,NAA+NAAG,0.035,1
7,Thalamus,10,NAA+NAAG,3.035,0.649769585253456
7,Thalamus,10,NAA+NAAG,6,0.506912442396313
7,Thalamus,10,NAA+NAAG,10,0.446082949308756
7,Thalamus,10,NAA+NAAG,20,0.325345622119816
7,Thalamus,10,NAA+NAAG,30,0.213364055299539
16,Cerebellum,10,NAA+NAAG,0.035,1
16,Cerebellum,10,NAA+NAAG,3.035,0.676691729323308
16,Cerebellum,10,NAA+NAAG,6,0.703007518796993
16,Cerebellum,10,NAA+NAAG,10,0.45187969924812
16,Cerebellum,10,NAA+NAAG,20,0.33984962406015
16,Cerebellum,10,NAA+NAAG,30,0.292481203007519
8,Thalamus,10,NAA+NAAG,0.035,1
8,Thalamus,10,NAA+NAAG,3.035,0.662983425414365
8,Thalamus,10,NAA+NAAG,6,0.607734806629834
8,Thalamus,10,NAA+NAAG,10,0.432044198895028
8,Thalamus,10,NAA+NAAG,20,0.216574585635359
8,Thalamus,10,NAA+NAAG,30,0.198342541436464
17,Cerebellum,10,NAA+NAAG,0.035,1
17,Cerebellum,10,NAA+NAAG,3.035,0.745454545454545
17,Cerebellum,10,NAA+NAAG,6,0.681060606060606
17,Cerebellum,10,NAA+NAAG,10,0.456818181818182
17,Cerebellum,10,NAA+NAAG,20,0.312121212121212
17,Cerebellum,10,NAA+NAAG,30,0.217424242424242
9,Thalamus,10,NAA+NAAG,0.035,1
9,Thalamus,10,NAA+NAAG,3.035,0.722488038277512
9,Thalamus,10,NAA+NAAG,6,0.54066985645933
9,Thalamus,10,NAA+NAAG,10,0.405741626794258
9,Thalamus,10,NAA+NAAG,20,0.308612440191388
9,Thalamus,10,NAA+NAAG,30,0.230622009569378
18,Cerebellum,10,NAA+NAAG,0.035,1
18,Cerebellum,10,NAA+NAAG,3.035,0.759398496240602
18,Cerebellum,10,NAA+NAAG,6,0.614285714285714
18,Cerebellum,10,NAA+NAAG,10,0.508270676691729
18,Cerebellum,10,NAA+NAAG,20,0.33984962406015
18,Cerebellum,10,NAA+NAAG,30,0.282706766917293
1,Thalamus,10,Cr+PCr,0.035,1
1,Thalamus,10,Cr+PCr,3.035,0.688172043010753
1,Thalamus,10,Cr+PCr,6,0.516129032258065
1,Thalamus,10,Cr+PCr,10,0.444444444444444
1,Thalamus,10,Cr+PCr,20,0.269175627240143
1,Thalamus,10,Cr+PCr,30,0.172043010752688
10,Cerebellum,10,Cr+PCr,0.035,1
10,Cerebellum,10,Cr+PCr,3.035,0.659630606860158
10,Cerebellum,10,Cr+PCr,6,0.572559366754617
10,Cerebellum,10,Cr+PCr,10,0.448548812664908
10,Cerebellum,10,Cr+PCr,20,0.287598944591029
10,Cerebellum,10,Cr+PCr,30,0.21820580474934
2,Thalamus,10,Cr+PCr,0.035,1
2,Thalamus,10,Cr+PCr,3.035,0.723472668810289
2,Thalamus,10,Cr+PCr,6,0.553054662379421
2,Thalamus,10,Cr+PCr,10,0.408360128617363
2,Thalamus,10,Cr+PCr,20,0.276848874598071
2,Thalamus,10,Cr+PCr,30,0.201607717041801
11,Cerebellum,10,Cr+PCr,0.035,1
11,Cerebellum,10,Cr+PCr,3.035,0.694267515923567
11,Cerebellum,10,Cr+PCr,6,0.576433121019108
11,Cerebellum,10,Cr+PCr,10,0.436305732484076
11,Cerebellum,10,Cr+PCr,20,0.363057324840764
11,Cerebellum,10,Cr+PCr,30,0.167834394904459
3,Thalamus,10,Cr+PCr,0.035,1
3,Thalamus,10,Cr+PCr,3.035,0.741847826086957
3,Thalamus,10,Cr+PCr,6,0.548913043478261
3,Thalamus,10,Cr+PCr,10,0.41304347826087
3,Thalamus,10,Cr+PCr,20,0.279891304347826
3,Thalamus,10,Cr+PCr,30,0.225271739130435
12,Cerebellum,10,Cr+PCr,0.035,1
12,Cerebellum,10,Cr+PCr,3.035,0.803664921465969
12,Cerebellum,10,Cr+PCr,6,0.651832460732984
12,Cerebellum,10,Cr+PCr,10,0.484293193717277
12,Cerebellum,10,Cr+PCr,20,0.337696335078534
12,Cerebellum,10,Cr+PCr,30,0.199738219895288
4,Thalamus,10,Cr+PCr,0.035,1
4,Thalamus,10,Cr+PCr,3.035,0.669565217391304
4,Thalamus,10,Cr+PCr,6,0.510144927536232
4,Thalamus,10,Cr+PCr,10,0.379710144927536
4,Thalamus,10,Cr+PCr,20,0.218840579710145
4,Thalamus,10,Cr+PCr,30,0.180579710144928
13,Cerebellum,10,Cr+PCr,0.035,1
13,Cerebellum,10,Cr+PCr,3.035,0.711779448621554
13,Cerebellum,10,Cr+PCr,6,0.566416040100251
13,Cerebellum,10,Cr+PCr,10,0.453634085213033
13,Cerebellum,10,Cr+PCr,20,0.318295739348371
13,Cerebellum,10,Cr+PCr,30,0.202005012531328
5,Thalamus,10,Cr+PCr,0.035,1
5,Thalamus,10,Cr+PCr,3.035,0.684065934065934
5,Thalamus,10,Cr+PCr,6,0.543956043956044
5,Thalamus,10,Cr+PCr,10,0.401098901098901
5,Thalamus,10,Cr+PCr,20,0.240659340659341
5,Thalamus,10,Cr+PCr,30,0.203571428571429
14,Cerebellum,10,Cr+PCr,0.035,1
14,Cerebellum,10,Cr+PCr,3.035,0.888392857142857
14,Cerebellum,10,Cr+PCr,6,0.767857142857143
14,Cerebellum,10,Cr+PCr,10,0.660714285714286
14,Cerebellum,10,Cr+PCr,20,0.4375
14,Cerebellum,10,Cr+PCr,30,0.214732142857143
6,Thalamus,10,Cr+PCr,0.035,1
6,Thalamus,10,Cr+PCr,3.035,0.714705882352941
6,Thalamus,10,Cr+PCr,6,0.526470588235294
6,Thalamus,10,Cr+PCr,10,0.4
6,Thalamus,10,Cr+PCr,20,0.267352941176471
6,Thalamus,10,Cr+PCr,30,0.216176470588235
15,Cerebellum,10,Cr+PCr,0.035,1
15,Cerebellum,10,Cr+PCr,3.035,0.773049645390071
15,Cerebellum,10,Cr+PCr,6,0.621749408983452
15,Cerebellum,10,Cr+PCr,10,0.517730496453901
15,Cerebellum,10,Cr+PCr,20,0.319148936170213
15,Cerebellum,10,Cr+PCr,30,0.271867612293144
7,Thalamus,10,Cr+PCr,0.035,1
7,Thalamus,10,Cr+PCr,3.035,0.702005730659026
7,Thalamus,10,Cr+PCr,6,0.530085959885387
7,Thalamus,10,Cr+PCr,10,0.39541547277937
7,Thalamus,10,Cr+PCr,20,0.259312320916905
7,Thalamus,10,Cr+PCr,30,0.197134670487106
16,Cerebellum,10,Cr+PCr,0.035,1
16,Cerebellum,10,Cr+PCr,3.035,0.87962962962963
16,Cerebellum,10,Cr+PCr,6,0.583333333333333
16,Cerebellum,10,Cr+PCr,10,0.537037037037037
16,Cerebellum,10,Cr+PCr,20,0.249537037037037
16,Cerebellum,10,Cr+PCr,30,0.234722222222222
8,Thalamus,10,Cr+PCr,0.035,1
8,Thalamus,10,Cr+PCr,3.035,0.690839694656489
8,Thalamus,10,Cr+PCr,6,0.538167938931298
8,Thalamus,10,Cr+PCr,10,0.349618320610687
8,Thalamus,10,Cr+PCr,20,0.211832061068702
8,Thalamus,10,Cr+PCr,30,0.109923664122137
17,Cerebellum,10,Cr+PCr,0.035,1
17,Cerebellum,10,Cr+PCr,3.035,0.754545454545455
17,Cerebellum,10,Cr+PCr,6,0.654545454545455
17,Cerebellum,10,Cr+PCr,10,0.515151515151515
17,Cerebellum,10,Cr+PCr,20,0.324242424242424
17,Cerebellum,10,Cr+PCr,30,0.23030303030303
9,Thalamus,10,Cr+PCr,0.035,1
9,Thalamus,10,Cr+PCr,3.035,0.697885196374622
9,Thalamus,10,Cr+PCr,6,0.537764350453172
9,Thalamus,10,Cr+PCr,10,0.377643504531722
9,Thalamus,10,Cr+PCr,20,0.258006042296072
9,Thalamus,10,Cr+PCr,30,0.19607250755287
18,Cerebellum,10,Cr+PCr,0.035,1
18,Cerebellum,10,Cr+PCr,3.035,0.785714285714286
18,Cerebellum,10,Cr+PCr,6,0.565217391304348
18,Cerebellum,10,Cr+PCr,10,0.440993788819876
18,Cerebellum,10,Cr+PCr,20,0.306521739130435
18,Cerebellum,10,Cr+PCr,30,0.148757763975155
1,Thalamus,10,GPC+PCho+Cho,0.035,1
1,Thalamus,10,GPC+PCho+Cho,3.035,0.714887640449438
1,Thalamus,10,GPC+PCho+Cho,6,0.528089887640449
1,Thalamus,10,GPC+PCho+Cho,10,0.48876404494382
1,Thalamus,10,GPC+PCho+Cho,20,0.356741573033708
1,Thalamus,10,GPC+PCho+Cho,30,0.212078651685393
10,Cerebellum,10,GPC+PCho+Cho,0.035,1
10,Cerebellum,10,GPC+PCho+Cho,3.035,0.89874739039666
10,Cerebellum,10,GPC+PCho+Cho,6,0.797494780793319
10,Cerebellum,10,GPC+PCho+Cho,10,0.720250521920668
10,Cerebellum,10,GPC+PCho+Cho,20,0.367432150313152
10,Cerebellum,10,GPC+PCho+Cho,30,0.195198329853862
2,Thalamus,10,GPC+PCho+Cho,0.035,1
2,Thalamus,10,GPC+PCho+Cho,3.035,0.732732732732733
2,Thalamus,10,GPC+PCho+Cho,6,0.63963963963964
2,Thalamus,10,GPC+PCho+Cho,10,0.481981981981982
2,Thalamus,10,GPC+PCho+Cho,20,0.369369369369369
2,Thalamus,10,GPC+PCho+Cho,30,0.276276276276276
11,Cerebellum,10,GPC+PCho+Cho,0.035,1
11,Cerebellum,10,GPC+PCho+Cho,3.035,0.752147239263804
11,Cerebellum,10,GPC+PCho+Cho,6,0.661349693251534
11,Cerebellum,10,GPC+PCho+Cho,10,0.560736196319018
11,Cerebellum,10,GPC+PCho+Cho,20,0.201226993865031
11,Cerebellum,10,GPC+PCho+Cho,30,0.0733742331288344
3,Thalamus,10,GPC+PCho+Cho,0.035,1
3,Thalamus,10,GPC+PCho+Cho,3.035,0.770618556701031
3,Thalamus,10,GPC+PCho+Cho,6,0.672680412371134
3,Thalamus,10,GPC+PCho+Cho,10,0.510309278350515
3,Thalamus,10,GPC+PCho+Cho,20,0.367268041237113
3,Thalamus,10,GPC+PCho+Cho,30,0.274484536082474
12,Cerebellum,10,GPC+PCho+Cho,0.035,1
12,Cerebellum,10,GPC+PCho+Cho,3.035,0.767768595041322
12,Cerebellum,10,GPC+PCho+Cho,6,0.651239669421488
12,Cerebellum,10,GPC+PCho+Cho,10,0.457851239669421
12,Cerebellum,10,GPC+PCho+Cho,20,0.295867768595041
12,Cerebellum,10,GPC+PCho+Cho,30,0.157851239669421
4,Thalamus,10,GPC+PCho+Cho,0.035,1
4,Thalamus,10,GPC+PCho+Cho,3.035,0.76551724137931
4,Thalamus,10,GPC+PCho+Cho,6,0.583448275862069
4,Thalamus,10,GPC+PCho+Cho,10,0.459310344827586
4,Thalamus,10,GPC+PCho+Cho,20,0.284137931034483
4,Thalamus,10,GPC+PCho+Cho,30,0.289655172413793
13,Cerebellum,10,GPC+PCho+Cho,0.035,1
13,Cerebellum,10,GPC+PCho+Cho,3.035,1.34971644612476
13,Cerebellum,10,GPC+PCho+Cho,6,1.19092627599244
13,Cerebellum,10,GPC+PCho+Cho,10,0.937618147448015
13,Cerebellum,10,GPC+PCho+Cho,20,0.623818525519849
13,Cerebellum,10,GPC+PCho+Cho,30,0.372400756143667
5,Thalamus,10,GPC+PCho+Cho,0.035,1
5,Thalamus,10,GPC+PCho+Cho,3.035,0.745333333333333
5,Thalamus,10,GPC+PCho+Cho,6,0.605333333333333
5,Thalamus,10,GPC+PCho+Cho,10,0.481333333333333
5,Thalamus,10,GPC+PCho+Cho,20,0.289333333333333
5,Thalamus,10,GPC+PCho+Cho,30,0.249333333333333
14,Cerebellum,10,GPC+PCho+Cho,0.035,1
14,Cerebellum,10,GPC+PCho+Cho,3.035,1.30592105263158
14,Cerebellum,10,GPC+PCho+Cho,6,1.33881578947368
14,Cerebellum,10,GPC+PCho+Cho,10,0.875
14,Cerebellum,10,GPC+PCho+Cho,20,0.924342105263158
14,Cerebellum,10,GPC+PCho+Cho,30,0.388157894736842
6,Thalamus,10,GPC+PCho+Cho,0.035,1
6,Thalamus,10,GPC+PCho+Cho,3.035,0.714102564102564
6,Thalamus,10,GPC+PCho+Cho,6,0.580769230769231
6,Thalamus,10,GPC+PCho+Cho,10,0.453846153846154
6,Thalamus,10,GPC+PCho+Cho,20,0.332051282051282
6,Thalamus,10,GPC+PCho+Cho,30,0.262820512820513
15,Cerebellum,10,GPC+PCho+Cho,0.035,1
15,Cerebellum,10,GPC+PCho+Cho,3.035,0.729458917835671
15,Cerebellum,10,GPC+PCho+Cho,6,0.551102204408818
15,Cerebellum,10,GPC+PCho+Cho,10,0.492985971943888
15,Cerebellum,10,GPC+PCho+Cho,20,0.308617234468938
15,Cerebellum,10,GPC+PCho+Cho,30,0.234468937875752
7,Thalamus,10,GPC+PCho+Cho,0.035,1
7,Thalamus,10,GPC+PCho+Cho,3.035,0.747572815533981
7,Thalamus,10,GPC+PCho+Cho,6,0.600554785020804
7,Thalamus,10,GPC+PCho+Cho,10,0.486823855755895
7,Thalamus,10,GPC+PCho+Cho,20,0.381414701803051
7,Thalamus,10,GPC+PCho+Cho,30,0.242718446601942
16,Cerebellum,10,GPC+PCho+Cho,0.035,1
16,Cerebellum,10,GPC+PCho+Cho,3.035,0.82514450867052
16,Cerebellum,10,GPC+PCho+Cho,6,0.450867052023121
16,Cerebellum,10,GPC+PCho+Cho,10,0.539017341040462
16,Cerebellum,10,GPC+PCho+Cho,20,0.333815028901734
16,Cerebellum,10,GPC+PCho+Cho,30,0.251445086705202
8,Thalamus,10,GPC+PCho+Cho,0.035,1
8,Thalamus,10,GPC+PCho+Cho,3.035,0.60427807486631
8,Thalamus,10,GPC+PCho+Cho,6,0.590017825311943
8,Thalamus,10,GPC+PCho+Cho,10,0.463458110516934
8,Thalamus,10,GPC+PCho+Cho,20,0.224598930481283
8,Thalamus,10,GPC+PCho+Cho,30,0.203208556149733
17,Cerebellum,10,GPC+PCho+Cho,0.035,1
17,Cerebellum,10,GPC+PCho+Cho,3.035,0.901162790697674
17,Cerebellum,10,GPC+PCho+Cho,6,0.701162790697674
17,Cerebellum,10,GPC+PCho+Cho,10,0.641860465116279
17,Cerebellum,10,GPC+PCho+Cho,20,0.396511627906977
17,Cerebellum,10,GPC+PCho+Cho,30,0.251162790697674
9,Thalamus,10,GPC+PCho+Cho,0.035,1
9,Thalamus,10,GPC+PCho+Cho,3.035,0.693997071742313
9,Thalamus,10,GPC+PCho+Cho,6,0.639824304538799
9,Thalamus,10,GPC+PCho+Cho,10,0.424597364568082
9,Thalamus,10,GPC+PCho+Cho,20,0.316251830161054
9,Thalamus,10,GPC+PCho+Cho,30,0.251830161054173
18,Cerebellum,10,GPC+PCho+Cho,0.035,1
18,Cerebellum,10,GPC+PCho+Cho,3.035,0.926689576174112
18,Cerebellum,10,GPC+PCho+Cho,6,0.675830469644903
18,Cerebellum,10,GPC+PCho+Cho,10,0.595647193585338
18,Cerebellum,10,GPC+PCho+Cho,20,0.419243986254296
18,Cerebellum,10,GPC+PCho+Cho,30,0.190148911798396
1,Thalamus,10,Glu,0.035,1
1,Thalamus,10,Glu,3.035,0.695121951219512
1,Thalamus,10,Glu,6,0.516260162601626
1,Thalamus,10,Glu,10,0.41869918699187
1,Thalamus,10,Glu,20,0.249593495934959
1,Thalamus,10,Glu,30,0.196747967479675
10,Cerebellum,10,Glu,0.035,1
10,Cerebellum,10,Glu,3.035,0.636363636363636
10,Cerebellum,10,Glu,6,0.534545454545455
10,Cerebellum,10,Glu,10,0.44
10,Cerebellum,10,Glu,20,0.313090909090909
10,Cerebellum,10,Glu,30,0.242909090909091
2,Thalamus,10,Glu,0.035,1
2,Thalamus,10,Glu,3.035,0.693548387096774
2,Thalamus,10,Glu,6,0.532258064516129
2,Thalamus,10,Glu,10,0.37741935483871
2,Thalamus,10,Glu,20,0.294516129032258
2,Thalamus,10,Glu,30,0.211935483870968
11,Cerebellum,10,Glu,0.035,1
11,Cerebellum,10,Glu,3.035,0.672340425531915
11,Cerebellum,10,Glu,6,0.536170212765957
11,Cerebellum,10,Glu,10,0.393617021276596
11,Cerebellum,10,Glu,20,0.211489361702128
11,Cerebellum,10,Glu,30,0.113191489361702
3,Thalamus,10,Glu,0.035,1
3,Thalamus,10,Glu,3.035,0.66951566951567
3,Thalamus,10,Glu,6,0.532763532763533
3,Thalamus,10,Glu,10,0.424501424501425
3,Thalamus,10,Glu,20,0.284900284900285
3,Thalamus,10,Glu,30,0.219088319088319
12,Cerebellum,10,Glu,0.035,1
12,Cerebellum,10,Glu,3.035,0.857707509881423
12,Cerebellum,10,Glu,6,0.652173913043478
12,Cerebellum,10,Glu,10,0.537549407114625
12,Cerebellum,10,Glu,20,0.329644268774704
12,Cerebellum,10,Glu,30,0.24901185770751
4,Thalamus,10,Glu,0.035,1
