PupId,Region,Age,Metabolite,MixTime,ADC,ADCcorr
6,Thalamus,5,Tau,100,0.140988089324885,0.140988089324885
6,Thalamus,5,Tau,500,0.153508295097064,0.153508295097064
6,Thalamus,5,Tau,750,0.137699577654412,0.137699577654412
6,Thalamus,5,Tau,1000,0.126953099101988,0.126953099101988
15,Cerebellum,5,Tau,100,0.108413807112407,0.108413807112407
15,Cerebellum,5,Tau,500,0.146793791071464,0.146793791071464
15,Cerebellum,5,Tau,750,0.0777538938265981,0.0777538938265981
15,Cerebellum,5,Tau,1000,0.100760290624311,0.100760290624311
7,Thalamus,5,Tau,100,0.171355705896721,0.171355705896721
7,Thalamus,5,Tau,500,0.151751924203727,0.151751924203727
7,Thalamus,5,Tau,750,0.15558854465732,0.15558854465732
7,Thalamus,5,Tau,1000,0.129905583713342,0.129905583713342
16,Cerebellum,5,Tau,100,0.229744427079603,0
16,Cerebellum,5,Tau,500,0.120714142040289,0
16,Cerebellum,5,Tau,750,0.203933847035331,0
16,Cerebellum,5,Tau,1000,0.122120794031474,0.122120794031474
8,Thalamus,5,Tau,100,0.158634450457641,0.158634450457641
8,Thalamus,5,Tau,500,0.120268112426915,0.120268112426915
8,Thalamus,5,Tau,750,0.143813531503808,0.143813531503808
8,Thalamus,5,Tau,1000,0.138674956107722,0.138674956107722
17,Cerebellum,5,Tau,100,0.32596124759399,0
17,Cerebellum,5,Tau,500,0.289584828788106,0
17,Cerebellum,5,Tau,750,0.243871153795914,0
17,Cerebellum,5,Tau,1000,0.268898691199043,0
9,Thalamus,5,Tau,100,0.165082372726101,0.165082372726101
9,Thalamus,5,Tau,500,0.129747424200426,0.129747424200426
9,Thalamus,5,Tau,750,0.126265620342001,0.126265620342001
9,Thalamus,5,Tau,1000,0.124079820159948,0.124079820159948
18,Cerebellum,5,Tau,100,0.177543417910948,0.177543417910948
18,Cerebellum,5,Tau,500,0.167382926580101,0.167382926580101
18,Cerebellum,5,Tau,750,0.129608596368067,0
18,Cerebellum,5,Tau,1000,0.139321756957465,0.139321756957465
1,Thalamus,10,NAA+NAAG,100,0.104866460021421,0.104866460021421
1,Thalamus,10,NAA+NAAG,500,0.100519387445949,0.100519387445949
1,Thalamus,10,NAA+NAAG,750,0.0873417796194724,0.0873417796194724
1,Thalamus,10,NAA+NAAG,1000,0.114152231645484,0.114152231645484
10,Cerebellum,10,NAA+NAAG,100,0.125139041916158,0.125139041916158
10,Cerebellum,10,NAA+NAAG,500,0.133952967177145,0.133952967177145
10,Cerebellum,10,NAA+NAAG,750,0.0887088495227108,0.0887088495227108
10,Cerebellum,10,NAA+NAAG,1000,0.178414717038046,0.178414717038046
2,Thalamus,10,NAA+NAAG,100,0.130210013901408,0.130210013901408
2,Thalamus,10,NAA+NAAG,500,0.0689653412798727,0.0689653412798727
2,Thalamus,10,NAA+NAAG,750,0.108972674605467,0.108972674605467
2,Thalamus,10,NAA+NAAG,1000,0.0852496751162573,0.0852496751162573
11,Cerebellum,10,NAA+NAAG,100,0.0508480845929949,0
11,Cerebellum,10,NAA+NAAG,500,0.0372410698152183,0
11,Cerebellum,10,NAA+NAAG,750,Inf,0
11,Cerebellum,10,NAA+NAAG,1000,0.0311564049567247,0
3,Thalamus,10,NAA+NAAG,100,0.108791624056868,0.108791624056868
3,Thalamus,10,NAA+NAAG,500,0.0858466183646149,0.0858466183646149
3,Thalamus,10,NAA+NAAG,750,0.0650435050288452,0.0650435050288452
3,Thalamus,10,NAA+NAAG,1000,0.0964643122851368,0.0964643122851368
12,Cerebellum,10,NAA+NAAG,100,0.119857704950503,0.119857704950503
12,Cerebellum,10,NAA+NAAG,500,0.0778278696579409,0.0778278696579409
12,Cerebellum,10,NAA+NAAG,750,0.000450146365957154,0.000450146365957154
12,Cerebellum,10,NAA+NAAG,1000,0.128203757274986,0.128203757274986
4,Thalamus,10,NAA+NAAG,100,0.120547280522356,0.120547280522356
4,Thalamus,10,NAA+NAAG,500,0.117559201168704,0.117559201168704
4,Thalamus,10,NAA+NAAG,750,0.098634301865546,0.098634301865546
4,Thalamus,10,NAA+NAAG,1000,0.106344200778619,0.106344200778619
13,Cerebellum,10,NAA+NAAG,100,0.129154558196502,0.129154558196502
13,Cerebellum,10,NAA+NAAG,500,0.0619881826908186,0.0619881826908186
13,Cerebellum,10,NAA+NAAG,750,0.100259255497081,0.100259255497081
13,Cerebellum,10,NAA+NAAG,1000,0.0552803004187656,0.0552803004187656
5,Thalamus,10,NAA+NAAG,100,0.11074901775029,0.11074901775029
5,Thalamus,10,NAA+NAAG,500,0.0998388433662612,0.0998388433662612
5,Thalamus,10,NAA+NAAG,750,0.066753085826874,0.066753085826874
5,Thalamus,10,NAA+NAAG,1000,0.071444307210685,0.071444307210685
14,Cerebellum,10,NAA+NAAG,100,0.112827429183079,0.112827429183079
14,Cerebellum,10,NAA+NAAG,500,0.053210048530628,0.053210048530628
14,Cerebellum,10,NAA+NAAG,750,0.0665268125286896,0.0665268125286896
14,Cerebellum,10,NAA+NAAG,1000,-0.0686830393183032,0
6,Thalamus,10,NAA+NAAG,100,0.128365935094577,0.128365935094577
6,Thalamus,10,NAA+NAAG,500,0.0950869212542569,0.0950869212542569
6,Thalamus,10,NAA+NAAG,750,0.103783938845895,0.103783938845895
6,Thalamus,10,NAA+NAAG,1000,0.0850575979621621,0.0850575979621621
15,Cerebellum,10,NAA+NAAG,100,0.0799835565435303,0.0799835565435303
15,Cerebellum,10,NAA+NAAG,500,0.0594056273232741,0.0594056273232741
15,Cerebellum,10,NAA+NAAG,750,0.123259126221698,0.123259126221698
15,Cerebellum,10,NAA+NAAG,1000,0.0971293560153662,0.0971293560153662
7,Thalamus,10,NAA+NAAG,100,0.144084141357271,0.144084141357271
7,Thalamus,10,NAA+NAAG,500,0.0962326055238721,0.0962326055238721
7,Thalamus,10,NAA+NAAG,750,0.122574926708439,0.122574926708439
7,Thalamus,10,NAA+NAAG,1000,0.10881066387866,0.10881066387866
16,Cerebellum,10,NAA+NAAG,100,0.0655700980820181,0.0655700980820181
16,Cerebellum,10,NAA+NAAG,500,0.0751407739215991,0.0751407739215991
16,Cerebellum,10,NAA+NAAG,750,0.14891015443653,0.14891015443653
16,Cerebellum,10,NAA+NAAG,1000,0.0616127286136833,0.0616127286136833
8,Thalamus,10,NAA+NAAG,100,0.14402918257304,0.14402918257304
8,Thalamus,10,NAA+NAAG,500,0.108885402294519,0.108885402294519
8,Thalamus,10,NAA+NAAG,750,0.118603172554101,0.118603172554101
8,Thalamus,10,NAA+NAAG,1000,0.109633342724337,0.109633342724337
17,Cerebellum,10,NAA+NAAG,100,0.0872150328895952,0.0872150328895952
17,Cerebellum,10,NAA+NAAG,500,0.0243938724311971,0.0243938724311971
17,Cerebellum,10,NAA+NAAG,750,0.107484438480627,0.107484438480627
17,Cerebellum,10,NAA+NAAG,1000,0.0320111109275625,0
9,Thalamus,10,NAA+NAAG,100,0.104931769286781,0.104931769286781
9,Thalamus,10,NAA+NAAG,500,0.119332856956414,0.119332856956414
9,Thalamus,10,NAA+NAAG,750,0.113493419339584,0.113493419339584
9,Thalamus,10,NAA+NAAG,1000,0.0881653883276568,0.0881653883276568
18,Cerebellum,10,NAA+NAAG,100,0.12725844566192,0.12725844566192
18,Cerebellum,10,NAA+NAAG,500,0.033991689942515,0.033991689942515
18,Cerebellum,10,NAA+NAAG,750,0.0547509874611515,0.0547509874611515
18,Cerebellum,10,NAA+NAAG,1000,0.0838499351579809,0.0838499351579809
1,Thalamus,10,Cr+PCr,100,0.122240674152646,0.122240674152646
1,Thalamus,10,Cr+PCr,500,0.0651029174402552,0.0651029174402552
1,Thalamus,10,Cr+PCr,750,0.0824137009644234,0.0824137009644234
1,Thalamus,10,Cr+PCr,1000,0.0881963198298674,0.0881963198298674
10,Cerebellum,10,Cr+PCr,100,0.129596913988598,0.129596913988598
10,Cerebellum,10,Cr+PCr,500,0.0532530731622893,0.0532530731622893
10,Cerebellum,10,Cr+PCr,750,0.0556846948877221,0.0556846948877221
10,Cerebellum,10,Cr+PCr,1000,0.0219859892639325,0.0219859892639325
2,Thalamus,10,Cr+PCr,100,0.10311126594494,0.10311126594494
2,Thalamus,10,Cr+PCr,500,0.0725744946149568,0.0725744946149568
2,Thalamus,10,Cr+PCr,750,0.0792832329013017,0.0792832329013017
2,Thalamus,10,Cr+PCr,1000,0.0456552850243858,0.0456552850243858
11,Cerebellum,10,Cr+PCr,100,0.141589286787564,0
11,Cerebellum,10,Cr+PCr,500,0.0228009089614668,0
11,Cerebellum,10,Cr+PCr,750,0.354693542394424,0
11,Cerebellum,10,Cr+PCr,1000,Inf,0
3,Thalamus,10,Cr+PCr,100,0.0958940241505936,0.0958940241505936
3,Thalamus,10,Cr+PCr,500,0.081707486010995,0.081707486010995
3,Thalamus,10,Cr+PCr,750,0.0822866926438419,0.0822866926438419
3,Thalamus,10,Cr+PCr,1000,0.0634512428304063,0.0634512428304063
12,Cerebellum,10,Cr+PCr,100,0.100223089326197,0.100223089326197
12,Cerebellum,10,Cr+PCr,500,0.0431976096818647,0.0431976096818647
12,Cerebellum,10,Cr+PCr,750,0.0563587766813113,0.0563587766813113
12,Cerebellum,10,Cr+PCr,1000,0.0486513042076933,0.0486513042076933
4,Thalamus,10,Cr+PCr,100,0.130448361011284,0.130448361011284
4,Thalamus,10,Cr+PCr,500,0.0923741040789262,0.0923741040789262
4,Thalamus,10,Cr+PCr,750,0.0792238839590399,0.0792238839590399
4,Thalamus,10,Cr+PCr,1000,0.0793854479011316,0.0793854479011316
13,Cerebellum,10,Cr+PCr,100,0.0853111247124002,0.0853111247124002
13,Cerebellum,10,Cr+PCr,500,0.0681001545042433,0.0681001545042433
13,Cerebellum,10,Cr+PCr,750,0.0433040447467365,0.0433040447467365
13,Cerebellum,10,Cr+PCr,1000,0.0362444000454885,0.0362444000454885
5,Thalamus,10,Cr+PCr,100,0.124366607868711,0.124366607868711
5,Thalamus,10,Cr+PCr,500,0.0926228170011521,0.0926228170011521
5,Thalamus,10,Cr+PCr,750,0.0965295502407875,0.0965295502407875
5,Thalamus,10,Cr+PCr,1000,0.0965763853578352,0.0965763853578352
14,Cerebellum,10,Cr+PCr,100,0.0892101411911886,0.0892101411911886
14,Cerebellum,10,Cr+PCr,500,0.0303533218385433,0.0303533218385433
14,Cerebellum,10,Cr+PCr,750,0.0649018719978921,0.0649018719978921
14,Cerebellum,10,Cr+PCr,1000,0.0839371487279272,0.0839371487279272
6,Thalamus,10,Cr+PCr,100,0.110463609748142,0.110463609748142
6,Thalamus,10,Cr+PCr,500,0.102243422474158,0.102243422474158
6,Thalamus,10,Cr+PCr,750,0.0612042375191915,0.0612042375191915
6,Thalamus,10,Cr+PCr,1000,0.0958940241505936,0.0958940241505936
15,Cerebellum,10,Cr+PCr,100,0.0781335686129481,0.0781335686129481
15,Cerebellum,10,Cr+PCr,500,0.0662836195817217,0.0662836195817217
15,Cerebellum,10,Cr+PCr,750,0.0501444011423753,0.0501444011423753
15,Cerebellum,10,Cr+PCr,1000,0.0697834097272913,0.0697834097272913
7,Thalamus,10,Cr+PCr,100,0.114163436315592,0.114163436315592
7,Thalamus,10,Cr+PCr,500,0.101793883183727,0.101793883183727
7,Thalamus,10,Cr+PCr,750,0.0985500807003192,0.0985500807003192
7,Thalamus,10,Cr+PCr,1000,0.104124895014051,0.104124895014051
16,Cerebellum,10,Cr+PCr,100,0.0786733375009182,0.0786733375009182
16,Cerebellum,10,Cr+PCr,500,0.050070360607726,0.050070360607726
16,Cerebellum,10,Cr+PCr,750,0.0396084150782757,0.0396084150782757
16,Cerebellum,10,Cr+PCr,1000,0.0375750313066782,0.0375750313066782
8,Thalamus,10,Cr+PCr,100,0.124159536370619,0.124159536370619
8,Thalamus,10,Cr+PCr,500,0.0400481039473544,0.0400481039473544
8,Thalamus,10,Cr+PCr,750,0.130312335848418,0.130312335848418
8,Thalamus,10,Cr+PCr,1000,0.0906824527681263,0.0906824527681263
17,Cerebellum,10,Cr+PCr,100,0.0944433949831078,0.0944433949831078
17,Cerebellum,10,Cr+PCr,500,0.0780937652415552,0.0780937652415552
17,Cerebellum,10,Cr+PCr,750,0.0541729764992583,0.0541729764992583
17,Cerebellum,10,Cr+PCr,1000,-0.002478326162506,0
9,Thalamus,10,Cr+PCr,100,0.103532110658219,0.103532110658219
9,Thalamus,10,Cr+PCr,500,0.087454754822497,0.087454754822497
9,Thalamus,10,Cr+PCr,750,0.097303469520434,0.097303469520434
9,Thalamus,10,Cr+PCr,1000,0.0821984041164198,0.0821984041164198
18,Cerebellum,10,Cr+PCr,100,0.0488499779452731,0.0488499779452731
18,Cerebellum,10,Cr+PCr,500,0.0732864920376732,0.0732864920376732
18,Cerebellum,10,Cr+PCr,750,0.0477002812135578,0.0477002812135578
18,Cerebellum,10,Cr+PCr,1000,0.00486626647371755,0.00486626647371755
1,Thalamus,10,GPC+PCho+Cho,100,0.115732066661396,0.115732066661396
1,Thalamus,10,GPC+PCho+Cho,500,0.0640533352647475,0.0640533352647475
1,Thalamus,10,GPC+PCho+Cho,750,0.0205192976664778,0.0205192976664778
1,Thalamus,10,GPC+PCho+Cho,1000,0.0679853731206494,0.0679853731206494
10,Cerebellum,10,GPC+PCho+Cho,100,0.105785946865966,0.105785946865966
10,Cerebellum,10,GPC+PCho+Cho,500,0.030672966240084,0.030672966240084
10,Cerebellum,10,GPC+PCho+Cho,750,0.0173831529411369,0.0173831529411369
10,Cerebellum,10,GPC+PCho+Cho,1000,-0.0155066718782976,0
2,Thalamus,10,GPC+PCho+Cho,100,0.075927976956904,0.075927976956904
2,Thalamus,10,GPC+PCho+Cho,500,0.0622777757525389,0.0622777757525389
2,Thalamus,10,GPC+PCho+Cho,750,0.023447163119415,0.023447163119415
2,Thalamus,10,GPC+PCho+Cho,1000,0.0625529897962252,0.0625529897962252
11,Cerebellum,10,GPC+PCho+Cho,100,0.0954619653301114,0
11,Cerebellum,10,GPC+PCho+Cho,500,0.0361800561917353,0
11,Cerebellum,10,GPC+PCho+Cho,750,NaN,0
11,Cerebellum,10,GPC+PCho+Cho,1000,NaN,0
3,Thalamus,10,GPC+PCho+Cho,100,0.0788880993700188,0.0788880993700188
3,Thalamus,10,GPC+PCho+Cho,500,0.0656976247047557,0.0656976247047557
3,Thalamus,10,GPC+PCho+Cho,750,0.0473768920702364,0.0473768920702364
3,Thalamus,10,GPC+PCho+Cho,1000,0.0498099928974403,0.0498099928974403
12,Cerebellum,10,GPC+PCho+Cho,100,0.100392517975555,0.100392517975555
12,Cerebellum,10,GPC+PCho+Cho,500,0.0322254334117894,0.0322254334117894
12,Cerebellum,10,GPC+PCho+Cho,750,0.0871665288353791,0.0871665288353791
12,Cerebellum,10,GPC+PCho+Cho,1000,0.0162048108955616,0.0162048108955616
4,Thalamus,10,GPC+PCho+Cho,100,0.0770073462954299,0.0770073462954299
4,Thalamus,10,GPC+PCho+Cho,500,0.0368189985214368,0.0368189985214368
4,Thalamus,10,GPC+PCho+Cho,750,0.0787285155615353,0.0787285155615353
4,Thalamus,10,GPC+PCho+Cho,1000,0.0708822955029556,0.0708822955029556
13,Cerebellum,10,GPC+PCho+Cho,100,-0.0122713243742388,0
13,Cerebellum,10,GPC+PCho+Cho,500,0.0115237813550296,0.0115237813550296
13,Cerebellum,10,GPC+PCho+Cho,750,0.0205403780353913,0.0205403780353913
13,Cerebellum,10,GPC+PCho+Cho,1000,0.0702589652256659,0.0702589652256659
5,Thalamus,10,GPC+PCho+Cho,100,0.0794703411483327,0.0794703411483327
5,Thalamus,10,GPC+PCho+Cho,500,0.124313972134201,0.124313972134201
5,Thalamus,10,GPC+PCho+Cho,750,0.0746554193552244,0.0746554193552244
5,Thalamus,10,GPC+PCho+Cho,1000,0.0806977666979573,0.0806977666979573
14,Cerebellum,10,GPC+PCho+Cho,100,0.0072624513949691,0.0072624513949691
14,Cerebellum,10,GPC+PCho+Cho,500,0.0707248399812119,0.0707248399812119
14,Cerebellum,10,GPC+PCho+Cho,750,-0.0048948505609737,0
14,Cerebellum,10,GPC+PCho+Cho,1000,-0.0123263344136958,0
6,Thalamus,10,GPC+PCho+Cho,100,0.0624446995391663,0.0624446995391663
6,Thalamus,10,GPC+PCho+Cho,500,0.0939727892450103,0.0939727892450103
6,Thalamus,10,GPC+PCho+Cho,750,0.0589440215030611,0.0589440215030611
6,Thalamus,10,GPC+PCho+Cho,1000,0.135155036036055,0.135155036036055
15,Cerebellum,10,GPC+PCho+Cho,100,0.0433510427493993,0.0433510427493993
15,Cerebellum,10,GPC+PCho+Cho,500,0.0711220594919716,0.0711220594919716
15,Cerebellum,10,GPC+PCho+Cho,750,0.15401181986552,0.15401181986552
15,Cerebellum,10,GPC+PCho+Cho,1000,0.00553263046967928,0.00553263046967928
7,Thalamus,10,GPC+PCho+Cho,100,0.0848654492886718,0.0848654492886718
7,Thalamus,10,GPC+PCho+Cho,500,0.107134367473079,0.107134367473079
7,Thalamus,10,GPC+PCho+Cho,750,0.059253515155464,0.059253515155464
7,Thalamus,10,GPC+PCho+Cho,1000,0.0490913883428508,0.0490913883428508
16,Cerebellum,10,GPC+PCho+Cho,100,0.0733099455703713,0.0733099455703713
16,Cerebellum,10,GPC+PCho+Cho,500,0.0335137430739591,0.0335137430739591
16,Cerebellum,10,GPC+PCho+Cho,750,0.0360138274703614,0.0360138274703614
16,Cerebellum,10,GPC+PCho+Cho,1000,0.0247792065486108,0.0247792065486108
8,Thalamus,10,GPC+PCho+Cho,100,0.136154537034807,0.136154537034807
8,Thalamus,10,GPC+PCho+Cho,500,-0.00318981700538356,0
8,Thalamus,10,GPC+PCho+Cho,750,0.0778716170605017,0.0778716170605017
8,Thalamus,10,GPC+PCho+Cho,1000,0.0228009089614668,0.0228009089614668
17,Cerebellum,10,GPC+PCho+Cho,100,0.147788126899717,0.147788126899717
17,Cerebellum,10,GPC+PCho+Cho,500,0.0598090662558634,0.0598090662558634
17,Cerebellum,10,GPC+PCho+Cho,750,0.0535169005575753,0.0535169005575753
17,Cerebellum,10,GPC+PCho+Cho,1000,-0.0216162155803084,0
9,Thalamus,10,GPC+PCho+Cho,100,0.109070970402805,0.109070970402805
9,Thalamus,10,GPC+PCho+Cho,500,0.0861240810659845,0.0861240810659845
9,Thalamus,10,GPC+PCho+Cho,750,0.0822866926438419,0.0822866926438419
9,Thalamus,10,GPC+PCho+Cho,1000,0.0931277565456953,0.0931277565456953
18,Cerebellum,10,GPC+PCho+Cho,100,0.0205007332525979,0.0205007332525979
18,Cerebellum,10,GPC+PCho+Cho,500,0.0254325846835487,0.0254325846835487
18,Cerebellum,10,GPC+PCho+Cho,750,-0.00228051060557226,0
18,Cerebellum,10,GPC+PCho+Cho,1000,0.0288780773243007,0.0288780773243007
1,Thalamus,10,Glu,100,0.11620936088962,0.11620936088962
1,Thalamus,10,Glu,500,0.0907058519702231,0.0907058519702231
1,Thalamus,10,Glu,750,0.0993951010027322,0.0993951010027322
1,Thalamus,10,Glu,1000,0.095531508254794,0.095531508254794
10,Cerebellum,10,Glu,100,0.116234690527733,0.116234690527733
10,Cerebellum,10,Glu,500,0.0566779086667538,0.0566779086667538
10,Cerebellum,10,Glu,750,0.107722218125772,0.107722218125772
10,Cerebellum,10,Glu,1000,0.0855867207043983,0.0855867207043983
2,Thalamus,10,Glu,100,0.11463325081667,0.11463325081667
2,Thalamus,10,Glu,500,0.147277584093013,0.147277584093013
2,Thalamus,10,Glu,750,0.0776018207419822,0.0776018207419822
2,Thalamus,10,Glu,1000,0.117850522718821,0.117850522718821
11,Cerebellum,10,Glu,100,0.144447912318043,0
11,Cerebellum,10,Glu,500,0.0123202429404789,0
11,Cerebellum,10,Glu,750,0.100143459470615,0
11,Cerebellum,10,Glu,1000,0.1755143465538,0
3,Thalamus,10,Glu,100,0.135899915303194,0.135899915303194
3,Thalamus,10,Glu,500,0.087454754822497,0.087454754822497
3,Thalamus,10,Glu,750,0.132105304484859,0.132105304484859
3,Thalamus,10,Glu,1000,0.131610727790612,0.131610727790612
12,Cerebellum,10,Glu,100,0.115465004439661,0.115465004439661
12,Cerebellum,10,Glu,500,0.0724337585633271,0.0724337585633271
12,Cerebellum,10,Glu,750,0.0577572404246789,0.0577572404246789
12,Cerebellum,10,Glu,1000,0.0543204365031377,0.0543204365031377
4,Thalamus,10,Glu,100,0.130448361011284,0.130448361011284
4,Thalamus,10,Glu,500,0.14567115528103,0.14567115528103
4,Thalamus,10,Glu,750,0.0929044674896735,0.0929044674896735
4,Thalamus,10,Glu,1000,0.138375673006634,0.138375673006634
13,Cerebellum,10,Glu,100,0.0289225608604035,0.0289225608604035
13,Cerebellum,10,Glu,500,0.0607738522646515,0.0607738522646515
13,Cerebellum,10,Glu,750,0.06513559878087,0.06513559878087
13,Cerebellum,10,Glu,1000,0.0464518403035038,0.0464518403035038
5,Thalamus,10,Glu,100,0.125144273669763,0.125144273669763
5,Thalamus,10,Glu,500,0.152550287092912,0.152550287092912
5,Thalamus,10,Glu,750,0.127535656677371,0.127535656677371
5,Thalamus,10,Glu,1000,0.102655581207762,0.102655581207762
14,Cerebellum,10,Glu,100,0.128322195519941,0.128322195519941
14,Cerebellum,10,Glu,500,0.0550353139132889,0.0550353139132889
14,Cerebellum,10,Glu,750,0.0843321714879636,0.0843321714879636
14,Cerebellum,10,Glu,1000,0.0203162814984697,0.0203162814984697
6,Thalamus,10,Glu,100,0.0872826229656725,0.0872826229656725
6,Thalamus,10,Glu,500,0.0927344428324124,0.0927344428324124
6,Thalamus,10,Glu,750,0.142768200025996,0.142768200025996
6,Thalamus,10,Glu,1000,0.0892271352483705,0.0892271352483705
15,Cerebellum,10,Glu,100,0.0926179945051728,0.0926179945051728
15,Cerebellum,10,Glu,500,0.0461565580883684,0.0461565580883684
15,Cerebellum,10,Glu,750,0.059822829270516,0.059822829270516
15,Cerebellum,10,Glu,1000,0.0737204633700728,0.0737204633700728
7,Thalamus,10,Glu,100,0.137805812099553,0.137805812099553
7,Thalamus,10,Glu,500,0.127696526864443,0.127696526864443
7,Thalamus,10,Glu,750,0.104165747190502,0.104165747190502
7,Thalamus,10,Glu,1000,0.104676967382844,0.104676967382844
16,Cerebellum,10,Glu,100,0.0652628892882809,0.0652628892882809
16,Cerebellum,10,Glu,500,0.0585497683949622,0.0585497683949622
16,Cerebellum,10,Glu,750,0.0400790082059834,0.0400790082059834
16,Cerebellum,10,Glu,1000,0.100335842349643,0.100335842349643
8,Thalamus,10,Glu,100,0.147091520268292,0.147091520268292
8,Thalamus,10,Glu,500,0.132517523244968,0.132517523244968
8,Thalamus,10,Glu,750,0.147216371470798,0.147216371470798
8,Thalamus,10,Glu,1000,0.167363981265745,0.167363981265745
17,Cerebellum,10,Glu,100,0.129552663263928,0.129552663263928
17,Cerebellum,10,Glu,500,0.101646423179848,0.101646423179848
17,Cerebellum,10,Glu,750,0.0225286790007359,0.0225286790007359
17,Cerebellum,10,Glu,1000,0.0901819300695979,0
9,Thalamus,10,Glu,100,0.163864753946034,0.163864753946034
9,Thalamus,10,Glu,500,0.101620136328955,0.101620136328955
9,Thalamus,10,Glu,750,0.119582494513568,0.119582494513568
9,Thalamus,10,Glu,1000,0.132948811643136,0.132948811643136
18,Cerebellum,10,Glu,100,0.10318028875476,0.10318028875476
18,Cerebellum,10,Glu,500,0.0333095572584882,0.0333095572584882
18,Cerebellum,10,Glu,750,0.0696972659528531,0.0696972659528531
18,Cerebellum,10,Glu,1000,0.0411136349558969,0.0411136349558969
1,Thalamus,10,Ins,100,0.134446569598617,0.134446569598617
1,Thalamus,10,Ins,500,0.0128574249287465,0.0128574249287465
1,Thalamus,10,Ins,750,0.101509881008131,0.101509881008131
1,Thalamus,10,Ins,1000,0.00874367071628992,0.00874367071628992
10,Cerebellum,10,Ins,100,0.0233367218575496,0.0233367218575496
10,Cerebellum,10,Ins,500,0.000578201937402769,0.000578201937402769
10,Cerebellum,10,Ins,750,0.0214263838015216,0.0214263838015216
10,Cerebellum,10,Ins,1000,0.290357708626954,0.290357708626954
2,Thalamus,10,Ins,100,-0.0139636472363867,0
2,Thalamus,10,Ins,500,-0.105284316472826,0
2,Thalamus,10,Ins,750,0.0991588233480228,0.0991588233480228
2,Thalamus,10,Ins,1000,0.0601946456318046,0.0601946456318046
11,Cerebellum,10,Ins,100,0.0574897534503143,0
11,Cerebellum,10,Ins,500,-0.0434150529912346,0
11,Cerebellum,10,Ins,750,-0.118498334266295,0
11,Cerebellum,10,Ins,1000,-0.192976403689353,0
3,Thalamus,10,Ins,100,0.0719028576088972,0.0719028576088972
3,Thalamus,10,Ins,500,0.0319493195967093,0.0319493195967093
3,Thalamus,10,Ins,750,-0.0573285158210975,0
3,Thalamus,10,Ins,1000,0.0499014172900412,0.0499014172900412
12,Cerebellum,10,Ins,100,0.170275207921997,0.170275207921997
12,Cerebellum,10,Ins,500,0.145106023752615,0.145106023752615
12,Cerebellum,10,Ins,750,-0.0994755372449194,0
12,Cerebellum,10,Ins,1000,0.0592752042851756,0.0592752042851756
4,Thalamus,10,Ins,100,0.0505822775052879,0.0505822775052879
4,Thalamus,10,Ins,500,0.0647659159468901,0.0647659159468901
4,Thalamus,10,Ins,750,0.0912879630769256,0.0912879630769256
4,Thalamus,10,Ins,1000,0.186009075083428,0.186009075083428
13,Cerebellum,10,Ins,100,0.0884159998631693,0.0884159998631693
13,Cerebellum,10,Ins,500,-0.0235517940868549,0
13,Cerebellum,10,Ins,750,-0.0832277021829406,0
13,Cerebellum,10,Ins,1000,-0.0579187313116772,0
5,Thalamus,10,Ins,100,0.195172172122527,0.195172172122527
5,Thalamus,10,Ins,500,-0.14208169219997,0
5,Thalamus,10,Ins,750,0.0167203221010702,0.0167203221010702
5,Thalamus,10,Ins,1000,0.0266809025578455,0.0266809025578455
14,Cerebellum,10,Ins,100,0.0958940241505936,0.0958940241505936
14,Cerebellum,10,Ins,500,0.123120034488683,0.123120034488683
14,Cerebellum,10,Ins,750,0.083893286193048,0.083893286193048
14,Cerebellum,10,Ins,1000,0.0483113415741114,0.0483113415741114
6,Thalamus,10,Ins,100,0.0748897015410156,0.0748897015410156
6,Thalamus,10,Ins,500,-0.00376651841797782,0
6,Thalamus,10,Ins,750,-0.0487683469880316,0
6,Thalamus,10,Ins,1000,-0.00780675806936614,0
15,Cerebellum,10,Ins,100,0.0810928199077552,0.0810928199077552
15,Cerebellum,10,Ins,500,0.10144698614614,0.10144698614614
15,Cerebellum,10,Ins,750,-0.12718652908487,0
15,Cerebellum,10,Ins,1000,-0.136971570958576,0
7,Thalamus,10,Ins,100,0.0950338086194298,0.0950338086194298
7,Thalamus,10,Ins,500,0.0543465424148348,0.0543465424148348
7,Thalamus,10,Ins,750,0.0324390683546975,0.0324390683546975
7,Thalamus,10,Ins,1000,0.0149926650943592,0.0149926650943592
16,Cerebellum,10,Ins,100,0.0193290858834498,0.0193290858834498
16,Cerebellum,10,Ins,500,-0.0457112733229631,0
16,Cerebellum,10,Ins,750,-0.0114460458602972,0
16,Cerebellum,10,Ins,1000,0.00307931366164545,0.00307931366164545
8,Thalamus,10,Ins,100,0.119791333635966,0.119791333635966
8,Thalamus,10,Ins,500,0.0621698060448098,0.0621698060448098
8,Thalamus,10,Ins,750,0.0615113156922984,0.0615113156922984
8,Thalamus,10,Ins,1000,0.0965848706845844,0.0965848706845844
17,Cerebellum,10,Ins,100,-0.0253286356593074,0
17,Cerebellum,10,Ins,500,0.0337746478776285,0.0337746478776285
17,Cerebellum,10,Ins,750,-0.0619454996337997,0
17,Cerebellum,10,Ins,1000,0.0903631591194537,0
9,Thalamus,10,Ins,100,-0.0260227911232729,0
9,Thalamus,10,Ins,500,-0.0523951945074708,0
9,Thalamus,10,Ins,750,0.0403753319223449,0.0403753319223449
